OID_,ชุมชน,รหัสเขต,รหัสไปรษณีย์,รหัสประเภทชุมชน,ละติจูด,ลองจิจูด,เขต,แขวง,ประเภทชุมชน
1331,ชุมชนสุขสำราญพัฒนา หมู่12,1046,104601,2,13.91595197,100.7045262,เขตคลองสามวา,แขวงสามวาตะวันตก,ชุมชนชานเมือง
1376,ชุมชนวาสิฎฐี,1046,104605,2,13.85159489,100.7860784,เขตคลองสามวา,แขวงทรายกองดินใต้,ชุมชนชานเมือง
1377,ชุมชนร่วมใจรักพัฒนา,1046,104605,2,13.84810619,100.7922585,เขตคลองสามวา,แขวงทรายกองดินใต้,ชุมชนชานเมือง
1685,ชุมชนประชาร่วมใจ,1006,100608,2,13.75385232,100.6517585,เขตบางกะปิ,แขวงหัวหมาก,ชุมชนชานเมือง
1688,ชุมชนข้าราชการตำรวจ บก.น.9,1035,103501,6,13.66528738,100.4574917,เขตจอมทอง,แขวงบางขุนเทียน,ชุมชนอาคารสูง
1689,ชุมชนเทพประทาน,1033,103301,6,13.72296586,100.5586955,เขตคลองเตย,แขวงคลองเตย,ชุมชนอาคารสูง
1703,ชุมชนกรมวิทยาศาสตร์ทหารบก,1030,103002,6,13.84944283,100.5825142,เขตจตุจักร,แขวงเสนานิคม,ชุมชนอาคารสูง
1577,ชุมชนสื่อสารรวมใจสามัคคี,1005,100502,6,13.88426747,100.6037251,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนอาคารสูง
1744,ชุมชนอาคารสงเคราะห์ ทบ. ส่วนกลาง,1005,100502,6,13.85919227,100.6080397,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนอาคารสูง
1375,ชุมชนตาหวานพัฒนา,1046,104604,2,13.83078043,100.7471183,เขตคลองสามวา,แขวงทรายกองดิน,ชุมชนชานเมือง
1711,ชุมชนหมู่บ้านราชพฤกษ์,1041,104101,5,13.87134207,100.5518447,เขตหลักสี่,แขวงทุ่งสองห้อง,ชุมชนเมือง
1712,ชุมชนบางบัวเชิงสะพานไม้ 1,1041,104102,5,13.86035946,100.5856966,เขตหลักสี่,แขวงตลาดบางเขน,ชุมชนเมือง
1385,ชุมชนหมู่บ้านพูน,1046,104603,5,13.85383014,100.6744146,เขตคลองสามวา,แขวงบางชัน,ชุมชนเมือง
1413,ชุมชนเคหะชุมชนทุ่งสองห้อง 318,1041,104101,5,13.90039056,100.580528,เขตหลักสี่,แขวงทุ่งสองห้อง,ชุมชนเมือง
1281,ชุมชนหมู่บ้านซอยเชลียง 1,1047,104701,5,13.67224367,100.6294376,เขตบางนา,แขวงบางนา,ชุมชนเมือง
71,ชุมชนท่าเตียน,1001,100101,5,13.74557729,100.4907312,เขตพระนคร,แขวงพระบรมมหาราชวัง,ชุมชนเมือง
72,ชุมชนตรอกเขียวนิวาสน์-ตรอกไก่แจ้,1001,100109,5,13.76337094,100.4960319,เขตพระนคร,แขวงชนะสงคราม,ชุมชนเมือง
1579,ชุมชนมิตรปรีดา,1010,101002,2,13.8470259,100.7966069,เขตมีนบุรี,แขวงแสนแสบ,ชุมชนชานเมือง
1455,ชุมชนซอยทหารอากาศ,1042,104203,5,13.89609187,100.611736,เขตสายไหม,แขวงคลองถนน,ชุมชนเมือง
1456,ชุมชนร่วมใจสามัคคี,1042,104203,5,13.8982272,100.6168768,เขตสายไหม,แขวงคลองถนน,ชุมชนเมือง
73,ชุมชนวัดสังเวชวิศยาราม,1001,100112,5,13.76514793,100.4966536,เขตพระนคร,แขวงวัดสามพระยา,ชุมชนเมือง
1846,ชุมชนกองซ่อมเครื่องสื่อสาร-อิเล็คทรอนิคส์,1005,100502,6,13.86177162,100.5867701,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนอาคารสูง
1435,ชุมชนตรีเพชร 2,1041,104102,6,13.86824977,100.5816239,เขตหลักสี่,แขวงตลาดบางเขน,ชุมชนอาคารสูง
1580,ชุมชนภราดรพัฒนา,1010,101002,2,13.84473872,100.7917425,เขตมีนบุรี,แขวงแสนแสบ,ชุมชนชานเมือง
1532,ชุมชนสน.ทุ่งครุ,1049,104902,6,13.62773732,100.5074115,เขตทุ่งครุ,แขวงทุ่งครุ,ชุมชนอาคารสูง
1726,ชุมชนทหารส่วนแยก บชร.1,1030,103002,6,13.85052933,100.5850286,เขตจตุจักร,แขวงเสนานิคม,ชุมชนอาคารสูง
1727,ชุมชนกรมยุทธโยธา ทหารบก,1030,103002,6,13.83925132,100.5762012,เขตจตุจักร,แขวงเสนานิคม,ชุมชนอาคารสูง
1421,ชุมชนเคหะชุมชนทุ่งสองห้อง 302,1041,104101,5,13.90403348,100.5763056,เขตหลักสี่,แขวงทุ่งสองห้อง,ชุมชนเมือง
1716,ชุมชนสตรีเหล็กพัฒนา,1036,103604,1,13.9049452,100.5904227,เขตดอนเมือง,แขวงดอนเมือง,ชุมชนแออัด
1736,ชุมชนหมู่บ้านพัฒนาวัดอินทราวาส 2,1019,101905,2,13.75826598,100.4332904,เขตตลิ่งชัน,แขวงบางระมาด,ชุมชนชานเมือง
1707,ชุมชนร่วมใจพัฒนากลาง,1005,100502,1,13.88616107,100.596142,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนแออัด
1789,ชุมชนปากคลองสองห้อง,1032,103201,5,13.7237674,100.6804403,เขตประเวศ,แขวงประเวศ,ชุมชนเมือง
1242,ชุมชนหมู่ 5 บางมด,1049,104901,5,13.64520832,100.476197,เขตทุ่งครุ,แขวงบางมด,ชุมชนเมือง
1705,ชุมชนอยู่รวย,1005,100502,5,13.88427827,100.6075833,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง
1706,ชุมชนโสรัจ,1005,100502,5,13.88832177,100.602985,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง
1708,ชุมชนหมู่บ้านเธียรสวน,1005,100502,5,13.87137388,100.6139613,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง
1709,ชุมชนกูบแดงร่วมใจพัฒนา,1005,100502,5,13.8588257,100.5866483,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง
1461,ชุมชนหมู่บ้านพัฒนาหมู่ 3,1042,104201,5,13.90138864,100.6442592,เขตสายไหม,แขวงสายไหม,ชุมชนเมือง
1547,ชุมชนสุขอนันต์,1043,104301,5,13.83996575,100.6742783,เขตคันนายาว,แขวงคันนายาว,ชุมชนเมือง
1597,ชุมชนหมู่บ้านอ่อนนุชทาวน์เฮ้าส์ 1,1034,103401,5,13.71552151,100.6459059,เขตสวนหลวง,แขวงสวนหลวง,ชุมชนเมือง
1732,ชุมชนเสริมเพิ่มพูน,1036,103605,5,13.9390353,100.6117744,เขตดอนเมือง,แขวงสนามบิน,ชุมชนเมือง
1420,ชุมชนกองสรรพาวุธเบา พล.1 รอ.,1041,104101,6,13.89174374,100.5757875,เขตหลักสี่,แขวงทุ่งสองห้อง,ชุมชนอาคารสูง
1667,ชุมชนอาคารบ้านพักตำรวจส่วนกลาง (อุดมสุข),1032,103203,6,13.67463962,100.6847593,เขตประเวศ,แขวงดอกไม้,ชุมชนอาคารสูง
1737,ชุมชนโค้งเอส,1019,101904,2,13.75400403,100.440228,เขตตลิ่งชัน,แขวงบางพรม,ชุมชนชานเมือง
1768,ชุมชนคลองพลับพลา,1045,104501,1,13.75732307,100.5997217,เขตวังทองหลาง,แขวงวังทองหลาง,ชุมชนแออัด
1378,ชุมชนสามัคคีทำ,1046,104605,2,13.84634762,100.7880178,เขตคลองสามวา,แขวงทรายกองดินใต้,ชุมชนชานเมือง
1765,ชุมชนหมู่ 4 คลองสามประเวศ,1011,101103,2,13.77039572,100.7482778,เขตลาดกระบัง,แขวงคลองสามประเวศ,ชุมชนชานเมือง
1772,ชุมชนสวนนกพัฒนา,1044,104401,2,13.76352288,100.7049604,เขตสะพานสูง,แขวงสะพานสูง,ชุมชนชานเมือง
10,ชุมชนซอยพัฒนาการ 1,1012,101204,5,13.68373852,100.5292334,เขตยานนาวา,แขวงบางโพงพาง,ชุมชนเมือง
14,ชุมชนคลองด่าน,1012,101204,5,13.67671759,100.539024,เขตยานนาวา,แขวงบางโพงพาง,ชุมชนเมือง
1763,ชุมชนรุ่งเรืองพัฒนา,1011,101101,5,13.7277504,100.7137622,เขตลาดกระบัง,แขวงลาดกระบัง,ชุมชนเมือง
1766,ชุมชนซอยลาดปลาเค้า 24,1038,103802,5,13.8349159,100.6007963,เขตลาดพร้าว,แขวงจรเข้บัว,ชุมชนเมือง
1767,ชุมชนหมู่บ้านเพิ่มพูน,1038,103801,5,13.81783904,100.6094297,เขตลาดพร้าว,แขวงลาดพร้าว,ชุมชนเมือง
1770,ชุมชนมิตรไมตรี,1034,103401,5,13.72039455,100.6142366,เขตสวนหลวง,แขวงสวนหลวง,ชุมชนเมือง
1771,ชุมชนร่วมใจ,1034,103401,5,13.71470078,100.6401958,เขตสวนหลวง,แขวงสวนหลวง,ชุมชนเมือง
1458,ชุมชนหมู่บ้านเพิ่มสิน 1 - 2,1042,104203,5,13.90075284,100.6244723,เขตสายไหม,แขวงคลองถนน,ชุมชนเมือง
1774,ชุมชนเล่งบ้วยเอี๊ยะ,1013,101302,5,13.74034368,100.510015,เขตสัมพันธวงศ์,แขวงสัมพันธวงศ์,ชุมชนเมือง
1775,ชุมชนหมู่บ้านริมอินทรา,1042,104202,5,13.89805151,100.6698281,เขตสายไหม,แขวงออเงิน,ชุมชนเมือง
1777,ชุมชนหมู่บ้านอรุณวรรณ,1042,104201,5,13.92883632,100.6765267,เขตสายไหม,แขวงสายไหม,ชุมชนเมือง
1781,ชุมชนจิตรณรงค์ 21,1023,102302,5,13.72434057,100.3398218,เขตหนองแขม,แขวงหนองแขม,ชุมชนเมือง
1782,ชุมชนนันทวันเซนต์ 1,1003,100301,5,13.84107969,100.8819709,เขตหนองจอก,แขวงกระทุ่มราย,ชุมชนเมือง
1747,ชุมชนหมู่บ้านอัมรินทร์นิเวศน์ 1,1005,100502,5,13.87414766,100.6031467,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง
1746,ชุมชนกรมทหารขนส่งรักษาพระองค์,1005,100502,6,13.86222971,100.5900019,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนอาคารสูง
1387,ชุมชนศิษย์หลวงปู่ขาววัดหลักสี่,1041,104101,1,13.88427488,100.5789939,เขตหลักสี่,แขวงทุ่งสองห้อง,ชุมชนแออัด
1398,ชุมชนแฟลตตำรวจส่วนกลาง ทุ่งสองห้อง,1041,104101,6,13.87250436,100.5708373,เขตหลักสี่,แขวงทุ่งสองห้อง,ชุมชนอาคารสูง
903,ชุมชน นปอ.,1036,103602,5,13.94282031,100.5762354,เขตดอนเมือง,แขวงสีกัน,ชุมชนเมือง
1422,ชุมชนเคหะชุมชนทุ่งสองห้อง 303,1041,104101,5,13.9037546,100.5774973,เขตหลักสี่,แขวงทุ่งสองห้อง,ชุมชนเมือง
1390,ชุมชนชวนชื่นบางเขน,1041,104101,5,13.90333247,100.5728772,เขตหลักสี่,แขวงทุ่งสองห้อง,ชุมชนเมือง
1391,ชุมชนพงษ์เพชรแจ้งวัฒนะ 14,1041,104101,5,13.89704196,100.5671534,เขตหลักสี่,แขวงทุ่งสองห้อง,ชุมชนเมือง
1392,ชุมชนชินเขต,1041,104101,5,13.86190782,100.5557046,เขตหลักสี่,แขวงทุ่งสองห้อง,ชุมชนเมือง
1395,ชุมชนบางบัวหมู่บ้านอาทิตย์,1041,104102,5,13.86180971,100.5850773,เขตหลักสี่,แขวงตลาดบางเขน,ชุมชนเมือง
1459,ชุมชนศาลเจ้าพ่อสมบุญ,1042,104203,5,13.90054023,100.6278944,เขตสายไหม,แขวงคลองถนน,ชุมชนเมือง
1669,ชุมชนแฟลตลือชา,1014,101401,6,13.77268275,100.541259,เขตพญาไท,แขวงสามเสนใน,ชุมชนอาคารสูง
1634,ชุมชนแยก 9 พัฒนา,1023,102302,2,13.71956381,100.3454814,เขตหนองแขม,แขวงหนองแขม,ชุมชนชานเมือง
1791,ชุมชนก้าวใหม่พัฒนาบึงปรง,1003,100304,2,13.89604835,100.8970128,เขตหนองจอก,แขวงคลองสิบสอง,ชุมชนชานเมือง
1649,ชุมชนลำสลิดทองพัฒนา,1003,100301,2,13.82893415,100.8699978,เขตหนองจอก,แขวงกระทุ่มราย,ชุมชนชานเมือง
1741,ชุมชนราชพฤกษ์,1019,101904,2,13.75388411,100.4468116,เขตตลิ่งชัน,แขวงบางพรม,ชุมชนชานเมือง
1819,ชุมชนรักษ์พัฒนา,1040,104003,2,13.7361475,100.3790788,เขตบางแค,แขวงบางไผ่,ชุมชนชานเมือง
1821,ชุมชนอุมาร์ 2,1003,100303,2,13.92412742,100.8140507,เขตหนองจอก,แขวงคลองสิบ,ชุมชนชานเมือง
1815,ชุมชนแฟลตตำรวจส่วนกลางเฉลิมลาภ,1014,101401,6,13.7800419,100.5468285,เขตพญาไท,แขวงสามเสนใน,ชุมชนอาคารสูง
1423,ชุมชนเคหะชุมชนทุ่งสองห้อง 309,1041,104101,5,13.9021932,100.5785323,เขตหลักสี่,แขวงทุ่งสองห้อง,ชุมชนเมือง
1143,ชุมชนอัลกุ๊บรอ,1034,103401,5,13.71635865,100.6286967,เขตสวนหลวง,แขวงสวนหลวง,ชุมชนเมือง
1367,ชุมชนนีรชา,1046,104603,5,13.83258856,100.6942514,เขตคลองสามวา,แขวงบางชัน,ชุมชนเมือง
1424,ชุมชนเคหะชุมชนทุ่งสองห้อง 310,1041,104101,5,13.9016671,100.5774184,เขตหลักสี่,แขวงทุ่งสองห้อง,ชุมชนเมือง
1425,ชุมชนเคหะชุมชนทุ่งสองห้อง 312,1041,104101,5,13.90219403,100.5811972,เขตหลักสี่,แขวงทุ่งสองห้อง,ชุมชนเมือง
1569,ชุมชนอาคารสงเคราะห์ฯ ดินแดง,1026,102601,6,13.7703491,100.5587315,เขตดินแดง,แขวงดินแดง,ชุมชนอาคารสูง
1779,ชุมชนบุญส่ง,1023,102302,1,13.72546544,100.35896,เขตหนองแขม,แขวงหนองแขม,ชุมชนแออัด
1344,ชุมชนวัดสุขใจ,1046,104602,2,13.87315933,100.75874,เขตคลองสามวา,แขวงสามวาตะวันออก,ชุมชนชานเมือง
1822,ชุมชนอัลฟาลาห์,1003,100303,2,13.90377858,100.7926122,เขตหนองจอก,แขวงคลองสิบ,ชุมชนชานเมือง
1840,ชุมชนหลอแหลสายกลาง,1044,104401,2,13.76820427,100.6932596,เขตสะพานสูง,แขวงสะพานสูง,ชุมชนชานเมือง
1848,ชุมชนเกษตรรุ่งเรือง,1040,104004,1,13.69355121,100.4000855,เขตบางแค,แขวงหลักสอง,ชุมชนแออัด
1465,ชุมชนรวมใจสามัคคี (หนองผักชี),1042,104203,1,13.88620831,100.628701,เขตสายไหม,แขวงคลองถนน,ชุมชนแออัด
1466,ชุมชนหมู่บ้านพัฒนาหมู่ 2,1042,104203,1,13.9070227,100.6290038,เขตสายไหม,แขวงคลองถนน,ชุมชนแออัด
1850,ชุมชนคลองบ้านม้าหมู่ 10,1044,104401,2,13.76908062,100.6681594,เขตสะพานสูง,แขวงสะพานสูง,ชุมชนชานเมือง
1463,ชุมชนพรพระร่วงพัฒนา,1042,104202,2,13.89157298,100.6615565,เขตสายไหม,แขวงออเงิน,ชุมชนชานเมือง
1464,ชุมชนสหชุมชนโครงการ 1,1042,104202,2,13.88763917,100.6671537,เขตสายไหม,แขวงออเงิน,ชุมชนชานเมือง
1468,ชุมชนเคหะรัชดา-ออเงิน,1042,104202,2,13.91193583,100.6749614,เขตสายไหม,แขวงออเงิน,ชุมชนชานเมือง
1835,ชุมชนบุญมาก,1036,103602,5,13.92245361,100.5904313,เขตดอนเมือง,แขวงสีกัน,ชุมชนเมือง
1852,ชุมชนมหาโชค,1046,104603,5,13.82477902,100.7021125,เขตคลองสามวา,แขวงบางชัน,ชุมชนเมือง
1853,ชุมชนบ้านมั่นคงสวนพูล,1028,102803,5,13.71707039,100.5446029,เขตสาทร,แขวงทุ่งมหาเมฆ,ชุมชนเมือง
1630,ชุมชนธนวัฑฒ์,1023,102302,5,13.69336394,100.3803176,เขตหนองแขม,แขวงหนองแขม,ชุมชนเมือง
1854,ชุมชนหมู้บ้านแสนนคร,1046,104603,5,13.82302044,100.7015447,เขตคลองสามวา,แขวงบางชัน,ชุมชนเมือง
1849,ชุมชนหมู่บ้านสุธาทิพย์,1032,103201,5,13.72968955,100.6999818,เขตประเวศ,แขวงประเวศ,ชุมชนเมือง
1462,ชุมชนหมู่บ้านอัมรินทร์นิเวศน์ 3 ผัง 2,1042,104201,5,13.92600028,100.6827801,เขตสายไหม,แขวงสายไหม,ชุมชนเมือง
1851,ชุมชนม้าหนึ่ง,1002,100206,6,13.79591894,100.524458,เขตดุสิต,แขวงถนนนครไชยศรี,ชุมชนอาคารสูง
1735,ชุมชน ม.พัน 3 รอ.,1002,100206,6,13.79567148,100.5220887,เขตดุสิต,แขวงถนนนครไชยศรี,ชุมชนอาคารสูง
1803,ชุมชนแฟลต สน.บางเขน,1005,100502,6,13.87434617,100.5990587,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนอาคารสูง
1778,ชุมชนซอย 99,1023,102302,2,13.66938762,100.3445952,เขตหนองแขม,แขวงหนองแขม,ชุมชนชานเมือง
503,ชุมชนร่วมพัฒนา 33,1005,100502,5,13.87855331,100.619044,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนเมือง
77,ชุมชนวัดใหม่อมตรส,1001,100110,5,13.76483197,100.502524,เขตพระนคร,แขวงบ้านพานถม,ชุมชนเมือง
1740,ชุมชนทรัพย์สินพัฒนา,1019,101903,5,13.77373631,100.443521,เขตตลิ่งชัน,แขวงฉิมพลี,ชุมชนเมือง
47,ชุมชนสองพี่น้อง,1009,100905,1,13.69375872,100.6166802,เขตพระโขนง,แขวงบางจาก,ชุมชนแออัด
1798,ชุมชนปิ่นเงิน,1036,103602,5,13.92359616,100.5773542,เขตดอนเมือง,แขวงสีกัน,ชุมชนเมือง
4,ชุมชนวัดช่องลม,1012,101203,1,13.70587738,100.5478766,เขตยานนาวา,แขวงช่องนนทรี,ชุมชนแออัด
1683,ชุมชนมัจฉา,1006,100608,1,13.76164992,100.646792,เขตบางกะปิ,แขวงหัวหมาก,ชุมชนแออัด
1437,ชุมชนเปรมสุขสันต์,1041,104102,1,13.876444,100.5752678,เขตหลักสี่,แขวงตลาดบางเขน,ชุมชนแออัด
1641,ชุมชนแย้มผกาสามัคคี หมู่ 13,1023,102302,2,13.67679349,100.3722426,เขตหนองแขม,แขวงหนองแขม,ชุมชนชานเมือง
1340,ชุมชนพร้อมพัฒนา หมู่ 8,1046,104602,2,13.92062595,100.7827118,เขตคลองสามวา,แขวงสามวาตะวันออก,ชุมชนชานเมือง
1885,ชุมชนพุทธ-มุสลิมสามัคคี ร่มเกล้า 50,1011,101103,2,13.76054249,100.7459206,เขตลาดกระบัง,แขวงคลองสามประเวศ,ชุมชนชานเมือง
1719,ชุมชนกาญจนา,1046,104603,2,13.83589954,100.7029703,เขตคลองสามวา,แขวงบางชัน,ชุมชนชานเมือง
1721,ชุมชนอาสาพัฒนา,1046,104602,2,13.87839465,100.7293045,เขตคลองสามวา,แขวงสามวาตะวันออก,ชุมชนชานเมือง
1722,ชุมชนเคหะคลองเก้า,1046,104602,5,13.90905981,100.7922087,เขตคลองสามวา,แขวงสามวาตะวันออก,ชุมชนเมือง
1876,ชุมชนสื่อสารสะพานแดง,1002,100206,5,13.79194688,100.5279838,เขตดุสิต,แขวงถนนนครไชยศรี,ชุมชนเมือง
1889,ชุมชนเปรมปรีดิ์,1023,102302,5,13.69461068,100.3723274,เขตหนองแขม,แขวงหนองแขม,ชุมชนเมือง
1825,ชุมชนแฟลตตำรวจส่วนกลางลาดยาว,1030,103001,6,13.8381695,100.5587936,เขตจตุจักร,แขวงลาดยาว,ชุมชนอาคารสูง
1874,ชุมชนกรมสรรพาวุธทหารบก,1002,100206,6,13.79843106,100.5274988,เขตดุสิต,แขวงถนนนครไชยศรี,ชุมชนอาคารสูง
1875,ชุมชนบ้านพัก ขส.ทบ.สะพานแดง,1002,100206,6,13.79020353,100.5292395,เขตดุสิต,แขวงถนนนครไชยศรี,ชุมชนอาคารสูง
1888,ชุมชนสหกรณ์เคหสถานชุมชนบัวหลวงจำกัด,1032,103203,6,13.681105,100.6856927,เขตประเวศ,แขวงดอกไม้,ชุมชนอาคารสูง
1671,ชุมชนราชวัลลภ 1,1014,101401,6,13.77363969,100.5486545,เขตพญาไท,แขวงสามเสนใน,ชุมชนอาคารสูง
1723,ชุมชนหมู่บ้านเค.ซี. 4 ร่วมใจ,1046,104601,5,13.88394897,100.7196684,เขตคลองสามวา,แขวงสามวาตะวันตก,ชุมชนเมือง
1796,ชุมชนคลองรางจาก,1049,104902,5,13.63312065,100.5081019,เขตทุ่งครุ,แขวงทุ่งครุ,ชุมชนเมือง
1800,ชุมชนอุบล-แอร์พอร์ตสามัคคี,1036,103604,5,13.92281625,100.5707509,เขตดอนเมือง,แขวงดอนเมือง,ชุมชนเมือง
1282,ชุมชนบ้านเรวัตินิเวศน์ 2,1047,104701,5,13.65911924,100.6197529,เขตบางนา,แขวงบางนา,ชุมชนเมือง
1897,ชุมชนร่มเย็นพัฒนา,1041,104101,5,13.90456236,100.5657606,เขตหลักสี่,แขวงทุ่งสองห้อง,ชุมชนเมือง
1898,ชุมชนหมู่บ้านพงษ์เพชรวิลล่า,1041,104101,5,13.89863832,100.5620658,เขตหลักสี่,แขวงทุ่งสองห้อง,ชุมชนเมือง
1903,ชุมชนบ้านเอื้ออาทรสวนพลูพัฒนา,1028,102803,6,13.71871561,100.5373464,เขตสาทร,แขวงทุ่งมหาเมฆ,ชุมชนอาคารสูง
1920,ชุมชนอาคารสงเคราะห์ฯ อ่อนนุช 86,1032,103202,6,13.71662537,100.6819797,เขตประเวศ,แขวงหนองบอน,ชุมชนอาคารสูง
1672,ชุมชนวัดดวงแข,1007,100701,1,13.74136272,100.5192407,เขตปทุมวัน,แขวงรองเมือง,ชุมชนแออัด
1919,ชุมชนริมคลองนางหงส์,1007,100701,1,13.75260762,100.5192484,เขตปทุมวัน,แขวงรองเมือง,ชุมชนแออัด
1826,ชุมชนพัฒนาลำต้นไทร,1003,100305,2,13.834575,100.8387715,เขตหนองจอก,แขวงโคกแฝด,ชุมชนชานเมือง
1812,ชุมชนประชาพัฒนา,1010,101001,2,13.81768297,100.7293735,เขตมีนบุรี,แขวงมีนบุรี,ชุมชนชานเมือง
1743,ชุมชนอาคารสวัสดิการ นทพ.,1005,100502,6,13.847351,100.599799,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนอาคารสูง
1937,ชุมชน ม.พัน 4 รอ.,1002,100206,6,13.79377823,100.5198197,เขตดุสิต,แขวงถนนนครไชยศรี,ชุมชนอาคารสูง
1938,ชุมชนแฟลตสิริสาสน์ เคหะศรีย่าน,1002,100206,6,13.78579497,100.512739,เขตดุสิต,แขวงถนนนครไชยศรี,ชุมชนอาคารสูง
1859,ชุมชนร่มเย็น 24,1046,104603,5,13.82257985,100.6959919,เขตคลองสามวา,แขวงบางชัน,ชุมชนเมือง
1861,ชุมชนหทัยราษฎร์ 31,1046,104603,5,13.85142074,100.7246368,เขตคลองสามวา,แขวงบางชัน,ชุมชนเมือง
1749,ชุมชนฤทธิ์พัฒนา,1040,104002,5,13.7170997,100.3889074,เขตบางแค,แขวงบางแคเหนือ,ชุมชนเมือง
22,ชุมชนริมคลองบางซื่อลาดพร้าว 46,1017,101704,1,13.79890836,100.5848736,เขตห้วยขวาง,แขวงสามเสนนอก,ชุมชนแออัด
20,ชุมชนริมคลองบางซื่อลาดพร้าว 34,1017,101704,1,13.79732115,100.5772788,เขตห้วยขวาง,แขวงสามเสนนอก,ชุมชนแออัด
19,ชุมชนรุ่งเรืองตอนปลาย,1017,101704,1,13.79620884,100.5759487,เขตห้วยขวาง,แขวงสามเสนนอก,ชุมชนแออัด
61,ชุมชนแย้มสรวล,1009,100905,1,13.68403266,100.6263571,เขตพระโขนง,แขวงบางจาก,ชุมชนแออัด
31,ชุมชนเพชรบุรี 40,1017,101702,1,13.74503346,100.5809598,เขตห้วยขวาง,แขวงบางกะปิ,ชุมชนแออัด
1860,ชุมชนริมคลองหนองระแหง,1046,104601,2,13.9099792,100.7016973,เขตคลองสามวา,แขวงสามวาตะวันตก,ชุมชนชานเมือง
1764,ชุมชนลาดบัวขาวพัฒนา,1011,101102,2,13.75682915,100.7109223,เขตลาดกระบัง,แขวงคลองสองต้นนุ่น,ชุมชนชานเมือง
1931,ชุมชนหมู่ 8 สะพานสูง (สุเหร่าซีรอ),1044,104401,2,13.7695544,100.694083,เขตสะพานสูง,แขวงสะพานสูง,ชุมชนชานเมือง
1932,ชุมชนก้าวไกลพัฒนา,1003,100304,2,13.89156388,100.8844039,เขตหนองจอก,แขวงคลองสิบสอง,ชุมชนชานเมือง
1748,ชุมชนเกษตรพัฒนาบึงพระยาสุเรนทร์,1005,100502,2,13.86836665,100.6634727,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนชานเมือง
1751,ชุมชนหมู่บ้านศูนย์เยาวชนคลองจั่น,1006,100601,5,13.78015988,100.644323,เขตบางกะปิ,แขวงคลองจั่น,ชุมชนเมือง
1941,ชุมชนเจษฎาวรรณ 2,1005,100508,5,13.86122613,100.6285266,เขตบางเขน,แขวงท่าแร้ง,ชุมชนเมือง
1926,ชุมชนกองการภาพ,1005,100502,6,13.86633189,100.5888457,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนอาคารสูง
1793,ชุมชนพัฒนาหมู่บ้านเปรมวดี,1048,104802,5,13.76702208,100.3913102,เขตทวีวัฒนา,แขวงศาลาธรรมสพน์,ชุมชนเมือง
1935,ชุมชนหมู่บ้านระเบียงทอง 3,1042,104203,5,13.89082748,100.6204986,เขตสายไหม,แขวงคลองถนน,ชุมชนเมือง
1677,ชุมชนหมู่บ้านมหาลาภ,1038,103801,5,13.80275485,100.5966828,เขตลาดพร้าว,แขวงลาดพร้าว,ชุมชนเมือง
1678,ชุมชนหมู่บ้านราณี 2,1038,103802,5,13.84456561,100.6000113,เขตลาดพร้าว,แขวงจรเข้บัว,ชุมชนเมือง
1679,ชุมชนพุ่มโพธิ์กลาง,1038,103801,5,13.80621549,100.6065844,เขตลาดพร้าว,แขวงลาดพร้าว,ชุมชนเมือง
1895,ชุมชนมีสุข,1041,104101,5,13.89739315,100.5785831,เขตหลักสี่,แขวงทุ่งสองห้อง,ชุมชนเมือง
1977,ชุมชนริมคลองหัวหมากน้อย,1006,100608,1,13.76474781,100.6471558,เขตบางกะปิ,แขวงหัวหมาก,ชุมชนแออัด
1262,ชุมชนวัดบางนานอก,1047,104701,1,13.675217,100.5891544,เขตบางนา,แขวงบางนา,ชุมชนแออัด
1795,ชุมชนหมู่ 5 ลำต้อยติ่ง,1003,100308,2,13.79203368,100.8840647,เขตหนองจอก,แขวงลำต้อยติ่ง,ชุมชนชานเมือง
1893,ชุมชนอัลฮุสนา,1003,100302,2,13.85972538,100.8330491,เขตหนองจอก,แขวงหนองจอก,ชุมชนชานเมือง
1760,ชุมชนบ้านทับยาว,1011,101105,2,13.73179062,100.8381244,เขตลาดกระบัง,แขวงทับยาว,ชุมชนชานเมือง
1761,ชุมชนริมคลองลำปลาทิว,1011,101105,2,13.76357521,100.806657,เขตลาดกระบัง,แขวงทับยาว,ชุมชนชานเมือง
1253,ชุมชนการเกษตรบ้านนายผล,1050,105001,2,13.6400654,100.3605313,เขตบางบอน,แขวงบางบอน,ชุมชนชานเมือง
